"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"98165b959c1ef1ae39beed8374370e43","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7865546","98165b959c1ef1ae39beed8374370e43"
"981705b0fcbeb6f159186a1617b08a35","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8940144","981705b0fcbeb6f159186a1617b08a35"
"9822b732be168188eb60030c3a6fb6c4","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9010374","9822b732be168188eb60030c3a6fb6c4"
"9825fc487569b2a1bd3d73a07f2ca57c","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Circinella","Circinella_lacrymispora","1.0000000","9825fc487569b2a1bd3d73a07f2ca57c"
"9828f7d816722d7b7d5040c221267dd8","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola","unidentified","0.8032011","9828f7d816722d7b7d5040c221267dd8"
"982fa3fe50573fbd1832f862a09182a5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","982fa3fe50573fbd1832f862a09182a5"
"9836e9312c99bd059a48e8ff85a6ae9f","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","unidentified","unidentified","0.8852633","9836e9312c99bd059a48e8ff85a6ae9f"
"983d10bdf21dbbc156e316b2de1a71e1","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7029763","983d10bdf21dbbc156e316b2de1a71e1"
"984038e19a789384523441a9e93472dd","Fungi","Basidiobolomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7599993","984038e19a789384523441a9e93472dd"
"9856e1a1589b95ef357c282c38f63ee3","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.7025052","9856e1a1589b95ef357c282c38f63ee3"
"985a24dead14bfc53147118b4cb1c0f9","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,NA,"0.9962993","985a24dead14bfc53147118b4cb1c0f9"
"985cdfb77c37d5da830b8de92a078f8d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8906281","985cdfb77c37d5da830b8de92a078f8d"
"985ecdee1787dfbc7e05c01a949bebaf","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","985ecdee1787dfbc7e05c01a949bebaf"
"986107b6908d9fa593e82884d84ebaa1","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8597112","986107b6908d9fa593e82884d84ebaa1"
"986303fc2537b1d694e5c23816d62805","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8206170","986303fc2537b1d694e5c23816d62805"
"9870fffb4ed1cefc26817a9c64c9a844","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9870fffb4ed1cefc26817a9c64c9a844"
"9877719f9dffb69fe700a138c9b4120c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9877719f9dffb69fe700a138c9b4120c"
"9877aebfd7dea323b43bb7532d981c9e","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae","Meira","Meira_nashicola","0.9999992","9877aebfd7dea323b43bb7532d981c9e"
"98799b43e68387714645ff8d81582fca","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9996562","98799b43e68387714645ff8d81582fca"
"987a7efc7cd483ccc46c5318709f4439","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7976349","987a7efc7cd483ccc46c5318709f4439"
"987fd6142887ea37d598998598e37737","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"0.8045206","987fd6142887ea37d598998598e37737"
"988206f7ce2c1f219db65744b0932700","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Kotlabaea","unidentified","0.9570542","988206f7ce2c1f219db65744b0932700"
"9884789dfaf2184e181b64b78fe663ee","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7509494","9884789dfaf2184e181b64b78fe663ee"
"988806836720b3611a6dd3d8e02d83fc","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7752374","988806836720b3611a6dd3d8e02d83fc"
"988de1278c5506466c19a12413f42401","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unidentified","0.9516522","988de1278c5506466c19a12413f42401"
"988eb626011ca8e6a866037e71fbf147","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8724148","988eb626011ca8e6a866037e71fbf147"
"988ec9a7a2223561f4936ac80ad63489","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","unidentified","unidentified","0.9999778","988ec9a7a2223561f4936ac80ad63489"
"9891af7739d4df3448ebc2f4946e4aef","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"0.7159236","9891af7739d4df3448ebc2f4946e4aef"
"98935e41aec6c3411f2443e2cef4085e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8034747","98935e41aec6c3411f2443e2cef4085e"
"98939f95ff38c362e5020f89a35506a1","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_fusidioides","0.9999267","98939f95ff38c362e5020f89a35506a1"
"9893edd33a5f13dc0f987182c20b2f33","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","0.9999967","9893edd33a5f13dc0f987182c20b2f33"
"989c23ac195682a9fc0cfbdf9029bd8b","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","Powellomyces_hirtus","1.0000000","989c23ac195682a9fc0cfbdf9029bd8b"
"98a1dbdce55ede8812b07fe7b77a0c38","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.9845909","98a1dbdce55ede8812b07fe7b77a0c38"
"98a3c48ed629a986acee4073577cc4b3","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae","0.9973221","98a3c48ed629a986acee4073577cc4b3"
"98a85fcc4c5db24ceddfc24a9f51e6a5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","98a85fcc4c5db24ceddfc24a9f51e6a5"
"98b1f9553104242775de3b6c3bc8ba73","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unidentified","0.7294727","98b1f9553104242775de3b6c3bc8ba73"
"98b5429337132524c6fbf2a48454f2ae","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9435663","98b5429337132524c6fbf2a48454f2ae"
"98c0f45e1d61914d3988a130d45dca46","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","98c0f45e1d61914d3988a130d45dca46"
"98d64857f7d6856eef4c9a4ce568e49e","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA,"0.9999820","98d64857f7d6856eef4c9a4ce568e49e"
"98dc4a6c1f397a9fd74aff00b5e6a9ba","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.9799387","98dc4a6c1f397a9fd74aff00b5e6a9ba"
"98df22ee1a021bf643dedc97e500a0aa","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","98df22ee1a021bf643dedc97e500a0aa"
"98e3760dc3e7ab170b6ad527c3833fbe","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9303856","98e3760dc3e7ab170b6ad527c3833fbe"
"98e704b9435bc00cbf1cbb4e706e5ba0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","98e704b9435bc00cbf1cbb4e706e5ba0"
"98e7ae260d8844a463195e67f5c21a84","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8116160","98e7ae260d8844a463195e67f5c21a84"
"98e94b6342bc5a511ac15d3b6b23a217","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9031831","98e94b6342bc5a511ac15d3b6b23a217"
"98e97de37f3d7c48b46e13b5a24a9d31","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","unidentified","unidentified","unidentified","0.8207583","98e97de37f3d7c48b46e13b5a24a9d31"
"98ecb2c159299c1019a3c4ecd7a9651a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8136200","98ecb2c159299c1019a3c4ecd7a9651a"
"98ecbabbe4cad3245e3e96c844a59577","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","98ecbabbe4cad3245e3e96c844a59577"
"98ecbd7b7917b4b2710824e625a94163","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","unidentified","unidentified","unidentified","0.9760013","98ecbd7b7917b4b2710824e625a94163"
"9903dbb75816b01de0295ce01d95a593","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9999985","9903dbb75816b01de0295ce01d95a593"
"99139cce85dce969e05225030fc79056","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7240226","99139cce85dce969e05225030fc79056"
"9913a7ef415a4a39885a82ee35d5daec","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9913a7ef415a4a39885a82ee35d5daec"
"9917d511a3a7343f047ccaaba6f21539","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9917d511a3a7343f047ccaaba6f21539"
"9933007cb1bd48075dba458169d2809e","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9997211","9933007cb1bd48075dba458169d2809e"
"99338fac5f8edbeebd9fd06e9f6ebb5c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99338fac5f8edbeebd9fd06e9f6ebb5c"
"9937fc7a59bd69507da86b608d2668df","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9937fc7a59bd69507da86b608d2668df"
"993cf06072b6970d6a539cdc33e85237","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"0.9006148","993cf06072b6970d6a539cdc33e85237"
"993d579963b416474adaf99ffedcde2b","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.8054446","993d579963b416474adaf99ffedcde2b"
"993dbf0e416e18c30fe2670ade79a7a5","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_lactosolyticus","1.0000000","993dbf0e416e18c30fe2670ade79a7a5"
"99417429e01b3d85d944a8bd4b9c3a31","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lasiobolidium","Lasiobolidium_spirale","0.9999196","99417429e01b3d85d944a8bd4b9c3a31"
"9947d5e0a016b98bc4f8f37993298dd5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9947d5e0a016b98bc4f8f37993298dd5"
"994c5e67137a6b99051c1d205016b6e7","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7845256","994c5e67137a6b99051c1d205016b6e7"
"995dbe5af52cdc52f805bbe796ec6277","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","995dbe5af52cdc52f805bbe796ec6277"
"9961f38ad1c0fde4d35b4ba9246ebc68","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8225176","9961f38ad1c0fde4d35b4ba9246ebc68"
"996c19d8b7433e481a9d5b09923cb9bf","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7063438","996c19d8b7433e481a9d5b09923cb9bf"
"996f1f623adaf6aed82226ceef6fec19","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","996f1f623adaf6aed82226ceef6fec19"
"997460f2362bd3046663d6fef2450028","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","unidentified","0.8191542","997460f2362bd3046663d6fef2450028"
"997be03b1544397962b5290e9bd25515","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","unidentified","0.9789828","997be03b1544397962b5290e9bd25515"
"997c57dedc8a7aa8014c9ca03295c066","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7676173","997c57dedc8a7aa8014c9ca03295c066"
"997ee43f9233a255801eec78aae75910","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_terricola","0.8720482","997ee43f9233a255801eec78aae75910"
"9991e4637125f696dc2a5fc63e440309","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8269533","9991e4637125f696dc2a5fc63e440309"
"99922d00a8282c7f17eaa27d91baa02b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99922d00a8282c7f17eaa27d91baa02b"
"9998865158dce9400878e5a2ae6e2d34","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,"0.9999833","9998865158dce9400878e5a2ae6e2d34"
"9998df7eb542b04b01e7b1cfad43016a","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8235855","9998df7eb542b04b01e7b1cfad43016a"
"99a1753e44c7e68ad7c4862de541020d","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9109063","99a1753e44c7e68ad7c4862de541020d"
"99a1efc6c3201438d2cfc8dd98e43106","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","unidentified","unidentified","unidentified","0.9739241","99a1efc6c3201438d2cfc8dd98e43106"
"99a41636339e2a9912fd149aa53becee","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7193653","99a41636339e2a9912fd149aa53becee"
"99a84c4eb4661ca12d777225b64898b0","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9084838","99a84c4eb4661ca12d777225b64898b0"
"99a8dbfd275aefa88a32a2329d821dfc","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae",NA,NA,"0.9986608","99a8dbfd275aefa88a32a2329d821dfc"
"99ad8abda317be63d5e2e0d44a619f3d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99ad8abda317be63d5e2e0d44a619f3d"
"99b1a1b2b57d19b1e000a632df6f1073","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_bispora","0.9894870","99b1a1b2b57d19b1e000a632df6f1073"
"99b884f81ad21e85ec0b220470370c8f","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","unidentified","unidentified","0.8555447","99b884f81ad21e85ec0b220470370c8f"
"99b93b3e1b6d89bf1b844472996662cc","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"0.8378285","99b93b3e1b6d89bf1b844472996662cc"
"99bede80dd6960dafe051caba1fc8da9","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","0.9979371","99bede80dd6960dafe051caba1fc8da9"
"99c27b1e571f0c8bafde839fa827fcf1","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8760856","99c27b1e571f0c8bafde839fa827fcf1"
"99c300a1823811d94da54be6099743dc","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium_inflatum","0.9839102","99c300a1823811d94da54be6099743dc"
"99c3285f12b8cfa8af9f5dcda79af9fe","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99c3285f12b8cfa8af9f5dcda79af9fe"
"99c39d756f82f6cb8b19453295e41a84","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99c39d756f82f6cb8b19453295e41a84"
"99cd510fe41086152cfa2b4d1ce62344","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8272858","99cd510fe41086152cfa2b4d1ce62344"
"99cea066c0df22cd7142a77572773806","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"0.7007944","99cea066c0df22cd7142a77572773806"
"99d827b1782f2067bdf0fb380f33518a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99d827b1782f2067bdf0fb380f33518a"
"99dfdf845a843ed89f71a88463994213","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"0.8852069","99dfdf845a843ed89f71a88463994213"
"99e089c3a1a875f4aa902fd9cd0fee3e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99e089c3a1a875f4aa902fd9cd0fee3e"
"99e1e361ec6083cbdb465b8d958fa493","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","99e1e361ec6083cbdb465b8d958fa493"
"99e914a423aaba72e0ba6f945994fa27","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9983594","99e914a423aaba72e0ba6f945994fa27"
"99f26e96a32d0308b79fe12d12f27999","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Eremomycetaceae","Arthrographis","Arthrographis_kalrae","0.9821080","99f26e96a32d0308b79fe12d12f27999"
"99f4754007b471aa32dce35d59cf06a5","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Sidera","unidentified","0.9630706","99f4754007b471aa32dce35d59cf06a5"
"9a0ecf26bbd835c22b8bc49a582e83b0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a0ecf26bbd835c22b8bc49a582e83b0"
"9a1148cb4edf682a692222a2721731d9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a1148cb4edf682a692222a2721731d9"
"9a17f9c5ec3e23e40d3a5569010571e9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,"0.7933943","9a17f9c5ec3e23e40d3a5569010571e9"
"9a1964a0c21e65cebab41fc05bfc4fa2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a1964a0c21e65cebab41fc05bfc4fa2"
"9a1e47bdc7b5e2dbb5b3d45b34a6d3ea","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia_juliae","0.9999673","9a1e47bdc7b5e2dbb5b3d45b34a6d3ea"
"9a27e4769f7e68718753666c9f73cb1a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Comoclathris","unidentified","0.9975231","9a27e4769f7e68718753666c9f73cb1a"
"9a293c3808af6f6f9d6a1ebb5dd20a7f","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopora","Geopora_cervina","0.9731791","9a293c3808af6f6f9d6a1ebb5dd20a7f"
"9a2a2b9db76db6bf73c84ecb9e436e57","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a2a2b9db76db6bf73c84ecb9e436e57"
"9a2fabcfb54b436a7a45d9701c1182f0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae",NA,NA,"0.9284757","9a2fabcfb54b436a7a45d9701c1182f0"
"9a3897bca5ef60771e0e2d369b3ad53a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a3897bca5ef60771e0e2d369b3ad53a"
"9a3a0656f09b9160c613305ccb6192ab","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a3a0656f09b9160c613305ccb6192ab"
"9a42618d9531023c088dbb6742c8a3dc","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA,"0.9999902","9a42618d9531023c088dbb6742c8a3dc"
"9a45e4dfc89cdc05aeffaa9cb38e7413","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.9358468","9a45e4dfc89cdc05aeffaa9cb38e7413"
"9a48972b1f2d35daed827605a67c0373","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_cucumerina","0.9778375","9a48972b1f2d35daed827605a67c0373"
"9a4f6e43ba5a6a5fbe78c256a91b48ce","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza_varia","0.9029905","9a4f6e43ba5a6a5fbe78c256a91b48ce"
"9a5bd574d174bb3c513d3cf7d09796b9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a5bd574d174bb3c513d3cf7d09796b9"
"9a61e34e5e570b0f153f35cf0dbdefea","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_carneus","0.7116413","9a61e34e5e570b0f153f35cf0dbdefea"
"9a65c02460c0855d3028990db8c3f3a0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a65c02460c0855d3028990db8c3f3a0"
"9a67272c4e13c6a871d24e74d2e79743","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a67272c4e13c6a871d24e74d2e79743"
"9a67a38e1aecb3d465f83bf44fa49008","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"0.7016960","9a67a38e1aecb3d465f83bf44fa49008"
"9a81c68ac12ee02d3aced51612419331","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_polygonia","0.9904785","9a81c68ac12ee02d3aced51612419331"
"9a84bc4069bc356a834ca038a3853759","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7749790","9a84bc4069bc356a834ca038a3853759"
"9a8516b90bec8fefd9e5ee6afa8733d0","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7147382","9a8516b90bec8fefd9e5ee6afa8733d0"
"9a85c30076076068560938e22ace618e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a85c30076076068560938e22ace618e"
"9a86c9fed0ab59c8a71fd281e71a3fd5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","9a86c9fed0ab59c8a71fd281e71a3fd5"
