"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"0d30cd30604a580c8e754386a6f183f8","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d30cd30604a580c8e754386a6f183f8"
"0d34fc3bdb1ec51e0375aed5629d4642","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d34fc3bdb1ec51e0375aed5629d4642"
"0d358f0fc7fb2edf062380da6096bc28","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9141676","0d358f0fc7fb2edf062380da6096bc28"
"0d39665588f2ca43bc0e47636a3058c2","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8649763","0d39665588f2ca43bc0e47636a3058c2"
"0d3aaf736d0c27f1779d58894ee6db77","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8909596","0d3aaf736d0c27f1779d58894ee6db77"
"0d3b664aa63b916a21dc2838455648a6","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopora","Geopora_cervina","0.9715220","0d3b664aa63b916a21dc2838455648a6"
"0d3d0ec45aaf4e85202e1764da0c6687","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d3d0ec45aaf4e85202e1764da0c6687"
"0d3fa5cadc2772ea625f072d796130fe","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","0.9999989","0d3fa5cadc2772ea625f072d796130fe"
"0d3fb0d8184831c83c488e97b856842a","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified","0.7334822","0d3fb0d8184831c83c488e97b856842a"
"0d51e4f36f17188d930ce77563ccecef","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d51e4f36f17188d930ce77563ccecef"
"0d524ac82f8d8b668869c270515ea09f","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7886553","0d524ac82f8d8b668869c270515ea09f"
"0d549eda602210157a31e1c360a282f4","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8508948","0d549eda602210157a31e1c360a282f4"
"0d57c752652a0a9d178df80160a17ec1","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","1.0000000","0d57c752652a0a9d178df80160a17ec1"
"0d5c5d15d4dc1b3dfa03f9ca37891d95","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8413970","0d5c5d15d4dc1b3dfa03f9ca37891d95"
"0d62edf98e415e7d3195da55197b2fc5","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"0.9253717","0d62edf98e415e7d3195da55197b2fc5"
"0d74e99439a441bbc4e4192452b76987","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"0.9999302","0d74e99439a441bbc4e4192452b76987"
"0d75419f34930fd9af1039cacef48972","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8526682","0d75419f34930fd9af1039cacef48972"
"0d776de5df5b7098980f3d69e6a173c2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d776de5df5b7098980f3d69e6a173c2"
"0d7791cbf107b04b732d1ea54410719e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Mallocybe","unidentified","0.8135788","0d7791cbf107b04b732d1ea54410719e"
"0d7fa52e323606a82c2598353345ad15","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d7fa52e323606a82c2598353345ad15"
"0d827b6539cd388c2cdeea614cc89848","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d827b6539cd388c2cdeea614cc89848"
"0d8379716429281f3e407b7f6ba597ae","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8604867","0d8379716429281f3e407b7f6ba597ae"
"0d8475ff77976034e4c99a0841a3dfa0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d8475ff77976034e4c99a0841a3dfa0"
"0d8fbe2ea6c2be7f6d541e425b79b52e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0d8fbe2ea6c2be7f6d541e425b79b52e"
"0d91223f1028509367a8dfccd3abb023","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9972246","0d91223f1028509367a8dfccd3abb023"
"0d96eed28458d91c19a1a4127159dc21","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8721606","0d96eed28458d91c19a1a4127159dc21"
"0d97d65d3fdb84ca5077b52306f18b38","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_cucumerina","0.9779371","0d97d65d3fdb84ca5077b52306f18b38"
"0d9d60696b1fee0db51b3683326fb1c6","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"0.9641314","0d9d60696b1fee0db51b3683326fb1c6"
"0da10cc8c08c5f2f01bc44d2668df2f7","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8449131","0da10cc8c08c5f2f01bc44d2668df2f7"
"0da3578a8a97d73e98b16dd0a71c784b","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_triglochinicola","0.9995515","0da3578a8a97d73e98b16dd0a71c784b"
"0da4b2c3004eb98400a2bc1b1afd4522","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0da4b2c3004eb98400a2bc1b1afd4522"
"0da53188a589f9c33bbe75f8522b8b6a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7153213","0da53188a589f9c33bbe75f8522b8b6a"
"0da6377ff18a0942bf2a4213abef6e72","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0da6377ff18a0942bf2a4213abef6e72"
"0da88bfb575b52b21eada8ac08e4178d","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales","unidentified","unidentified","unidentified","0.9999881","0da88bfb575b52b21eada8ac08e4178d"
"0da9cdd9eb75733a0aad9ccd0b2184f2","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Battarrea","unidentified","0.9969638","0da9cdd9eb75733a0aad9ccd0b2184f2"
"0da9e8ddd52d1ff7dd4a7bc2722e5a9e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0da9e8ddd52d1ff7dd4a7bc2722e5a9e"
"0dae90bf5ba9c0d179d3b11eef07cab6","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii","0.9999899","0dae90bf5ba9c0d179d3b11eef07cab6"
"0db7fd7fed50c97307b4ac9ef5493c66","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7366304","0db7fd7fed50c97307b4ac9ef5493c66"
"0dbf67e64f8ce4cc8a0c5194548eed10","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0dbf67e64f8ce4cc8a0c5194548eed10"
"0dc8c1fc0b25361f14742cdced74aef5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0dc8c1fc0b25361f14742cdced74aef5"
"0dcb1e75896189a63a364a0cd636ad05","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","unidentified","unidentified","unidentified","0.9993789","0dcb1e75896189a63a364a0cd636ad05"
"0dcfb7f8195428e65b5b5b9b937f00d7","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9994703","0dcfb7f8195428e65b5b5b9b937f00d7"
"0dd8f22d0a6f740898d10b5cd5eca0e5","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"0.9065310","0dd8f22d0a6f740898d10b5cd5eca0e5"
"0de08ccb5ced5c5c5fe343e7c2cb353c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_biglobosus","0.9388568","0de08ccb5ced5c5c5fe343e7c2cb353c"
"0de2cefca6e2e8caeff68137d1fadb8d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0de2cefca6e2e8caeff68137d1fadb8d"
"0de3e3fc0b75e3b23f08dd1405c848bd","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7795416","0de3e3fc0b75e3b23f08dd1405c848bd"
"0de737ef656c024f0dfda780ff74a4a6","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7695965","0de737ef656c024f0dfda780ff74a4a6"
"0deecf62ef12aa864b29d11484d95f43","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus",NA,"0.9703550","0deecf62ef12aa864b29d11484d95f43"
"0df08f8df9d328daa747b6d0e888bdb4","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8313030","0df08f8df9d328daa747b6d0e888bdb4"
"0df60aa7536a66280d10590228968288","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8827760","0df60aa7536a66280d10590228968288"
"0df884c78d4c87c292ddac66892e27cc","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0df884c78d4c87c292ddac66892e27cc"
"0dfb6196cd7342b14399734ab9b76acd","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0dfb6196cd7342b14399734ab9b76acd"
"0e0b687cf98b5f2f00e38b4a745ffd7c","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"0.9817048","0e0b687cf98b5f2f00e38b4a745ffd7c"
"0e1032bb26d6e1625a067362dbd634ba","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified","0.8011708","0e1032bb26d6e1625a067362dbd634ba"
"0e11a8e894a8d9a3241d7cd7915570ac","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e11a8e894a8d9a3241d7cd7915570ac"
"0e165515bd89c122a31d500c13e7caf4","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e165515bd89c122a31d500c13e7caf4"
"0e1ab0eea0f3fcc2417cca6c07829dee","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"0.7239697","0e1ab0eea0f3fcc2417cca6c07829dee"
"0e215ccf16c1f12db8a96ac2849b67f4","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia",NA,"0.9797493","0e215ccf16c1f12db8a96ac2849b67f4"
"0e2168002d37c7274bf7bea08b2bb145","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.8364413","0e2168002d37c7274bf7bea08b2bb145"
"0e2270943e3b637d98c4b96f3172fa16","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e2270943e3b637d98c4b96f3172fa16"
"0e2a87f6efb34c8c19b44283aa5c9fea","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_fusidioides","0.9999145","0e2a87f6efb34c8c19b44283aa5c9fea"
"0e2c4137a5fcec48b1cd9c9f16fff68f","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8473858","0e2c4137a5fcec48b1cd9c9f16fff68f"
"0e2d3722d55bf8df27c4b061da564b4b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e2d3722d55bf8df27c4b061da564b4b"
"0e2e31c131d179cfb7fc57755c15b25e","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7799679","0e2e31c131d179cfb7fc57755c15b25e"
"0e317774e60c635419ce9c724646b0d2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e317774e60c635419ce9c724646b0d2"
"0e3236ba7601d77b0984061d1d192e1a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8928812","0e3236ba7601d77b0984061d1d192e1a"
"0e3262363e6d8966042d667a2b43d42e","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Pseudohyphozyma","unidentified","0.9999969","0e3262363e6d8966042d667a2b43d42e"
"0e39b080e763b739e6dd3a25999f060e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e39b080e763b739e6dd3a25999f060e"
"0e3acbfd7fb4578637f7fdb82a3e25c7","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","unidentified","unidentified","0.9712409","0e3acbfd7fb4578637f7fdb82a3e25c7"
"0e3d1875d2d198b1d51abe5c8a7a7b1e","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","0.7923107","0e3d1875d2d198b1d51abe5c8a7a7b1e"
"0e3f4ee55ede8452181666a01ba51200","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.8568257","0e3f4ee55ede8452181666a01ba51200"
"0e418e1ba46ce48cd50ce813315ccf71","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota_farinolens","0.9967654","0e418e1ba46ce48cd50ce813315ccf71"
"0e41e668fb9d57289dc51e508752747e","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium_marchalianum","0.9982214","0e41e668fb9d57289dc51e508752747e"
"0e453811edbdc71d1d79d92d02ab987c","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9077671","0e453811edbdc71d1d79d92d02ab987c"
"0e48f900a8192ffa4fb791d814893eef","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"0.9999903","0e48f900a8192ffa4fb791d814893eef"
"0e4c658d8960be3d013f3294bf66c6ce","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e4c658d8960be3d013f3294bf66c6ce"
"0e54a5631e09ce3105454a5f1d4f9571","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_acuminatus","0.9999791","0e54a5631e09ce3105454a5f1d4f9571"
"0e5c99a3f4d188f2446ac9a0ce6abd79","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7381009","0e5c99a3f4d188f2446ac9a0ce6abd79"
"0e6443a3e74e142753fc90bcd1241271","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8789054","0e6443a3e74e142753fc90bcd1241271"
"0e6abb94e753b6ce5146e93adc1f4e27","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7943049","0e6abb94e753b6ce5146e93adc1f4e27"
"0e6b62a664cbbef401d48974fcaa034b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e6b62a664cbbef401d48974fcaa034b"
"0e715f0b6016184f4716af2e1c692e61","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e715f0b6016184f4716af2e1c692e61"
"0e7a00c10bc4a1cd730e14ea03c788cd","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0e7a00c10bc4a1cd730e14ea03c788cd"
"0e88b397778f18eec1eacaaf0f9d8c6a","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8965130","0e88b397778f18eec1eacaaf0f9d8c6a"
"0e99c0830fecbbbfdedc95e521da1bf0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma_fimbriatum","0.9992976","0e99c0830fecbbbfdedc95e521da1bf0"
"0ea35c98d62feda46665a977491c00fa","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.8996785","0ea35c98d62feda46665a977491c00fa"
"0eaa09719d4ccd6ab4b3d6ce4a73fcad","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7970331","0eaa09719d4ccd6ab4b3d6ce4a73fcad"
"0eaac85f7abe22842a69fd9710f7f94c","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_pseudodichotomus","1.0000000","0eaac85f7abe22842a69fd9710f7f94c"
"0eaaf7a8b679dc542c09bd30fc1cf6bd","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7465967","0eaaf7a8b679dc542c09bd30fc1cf6bd"
"0eb0e8e4110f434fcfe600593f6b6de9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Alpinaria",NA,"0.7782433","0eb0e8e4110f434fcfe600593f6b6de9"
"0eb135a64bd894fc5de8a5ac4d88fc37","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8664656","0eb135a64bd894fc5de8a5ac4d88fc37"
"0eb7351e4482fba03de3381013585dea","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium_isaacii","0.7085613","0eb7351e4482fba03de3381013585dea"
"0ec20bde5b936bac2e59d048604f9358","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0ec20bde5b936bac2e59d048604f9358"
"0ed1456fb14ac7268f639380ce9736d2","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8134773","0ed1456fb14ac7268f639380ce9736d2"
"0ed14c634517603fa1d8243377018988","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.7669501","0ed14c634517603fa1d8243377018988"
"0ed412af8f987e321a73411094860965","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8740599","0ed412af8f987e321a73411094860965"
"0eda1294a76f2819fab6007dda6a294b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0eda1294a76f2819fab6007dda6a294b"
"0ee031165578ea0dfac495833a436251","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7858319","0ee031165578ea0dfac495833a436251"
"0ee7febe66c8494a09fb1d3a7f7e7f3e","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8828382","0ee7febe66c8494a09fb1d3a7f7e7f3e"
"0ef24e1fe84976acde2e7e410ddc3503","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7836996","0ef24e1fe84976acde2e7e410ddc3503"
"0ef38616f85c8f80ed13cff680d0a51e","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8841438","0ef38616f85c8f80ed13cff680d0a51e"
"0ef5be987061007f0c53f1805497225c","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Buckleyzymaceae","Buckleyzyma","Buckleyzyma_aurantiaca","0.9999870","0ef5be987061007f0c53f1805497225c"
"0efa798227098d8095e9753fd915a285","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Tranzscheliella","unidentified","0.7179340","0efa798227098d8095e9753fd915a285"
"0f04cf8db626861193b8b6ed7cf0dd2c","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8348920","0f04cf8db626861193b8b6ed7cf0dd2c"
"0f0abd1778104efa5f5fd46df7041179","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"0.8830973","0f0abd1778104efa5f5fd46df7041179"
"0f0cfa27bf43698c7224a81b3d02a0c3","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_indohii","0.8965497","0f0cfa27bf43698c7224a81b3d02a0c3"
"0f1753e26997fbd7f4c8613902d77a17","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f1753e26997fbd7f4c8613902d77a17"
"0f18144d308ada95632ab5193d92073f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f18144d308ada95632ab5193d92073f"
"0f18ca9a1f105655ae08d1d337954715","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f18ca9a1f105655ae08d1d337954715"
"0f1dc4a74f1feaed669deec515c58acf","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Nectriopsis","Nectriopsis_rexiana","0.9181624","0f1dc4a74f1feaed669deec515c58acf"
"0f2191d492ca87b6e1d7d20e41e742a8","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f2191d492ca87b6e1d7d20e41e742a8"
"0f2df1591116838f5887cf87a2dfbd83","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f2df1591116838f5887cf87a2dfbd83"
"0f39c3249a1a6a9e9a1aeafb55ca2563","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","unidentified","0.9873865","0f39c3249a1a6a9e9a1aeafb55ca2563"
"0f4094f225b09493783472abbe5458c1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f4094f225b09493783472abbe5458c1"
"0f4e8a900f3d9e92a5a3a13b88b03d06","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8839147","0f4e8a900f3d9e92a5a3a13b88b03d06"
"0f68597cccb6345daa4fa0430a7e9034","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9079348","0f68597cccb6345daa4fa0430a7e9034"
"0f6cd8d39c6169b9374a5ea6425f2db1","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8411706","0f6cd8d39c6169b9374a5ea6425f2db1"
"0f7629a4b410867595d30a97ef7d432c","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.9388960","0f7629a4b410867595d30a97ef7d432c"
"0f769d781229a83de4c99d6fe3a5a4b9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Dematiopleospora","Dematiopleospora_rosicola","0.8113637","0f769d781229a83de4c99d6fe3a5a4b9"
"0f7fbbba19e930d1561e54a41666164a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f7fbbba19e930d1561e54a41666164a"
"0f84b72d397e7c2f84aaf87cf5c3cc55","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus_arrhizus","1.0000000","0f84b72d397e7c2f84aaf87cf5c3cc55"
"0f93b36745332a6109b28f47c96434b7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f93b36745332a6109b28f47c96434b7"
"0f93b44ec14448a0472ec7eb9cebfcd7","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_xylopini","0.8010560","0f93b44ec14448a0472ec7eb9cebfcd7"
"0f95fb04a0ee3da9c93e9ca9980e1017","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f95fb04a0ee3da9c93e9ca9980e1017"
"0f9c15e58fad4a5246a10594afb4af1d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0f9c15e58fad4a5246a10594afb4af1d"
"0fa0b493c2c5bc93e87379a327f02372","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fa0b493c2c5bc93e87379a327f02372"
"0fa70e6532d03108275137631da2b506","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fa70e6532d03108275137631da2b506"
"0faca96a0b801ad2b16e95f2ed354959","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8440386","0faca96a0b801ad2b16e95f2ed354959"
"0fad5909162b6a78b5381ebdd6a858e5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fad5909162b6a78b5381ebdd6a858e5"
"0fadeb684abcd8a922f9ea3623ed9334","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9294135","0fadeb684abcd8a922f9ea3623ed9334"
"0fb2c4318920e9916ca3bff1ba56c23f","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.8279592","0fb2c4318920e9916ca3bff1ba56c23f"
"0fb3d1b8e2eddc7fe00773bc58b2a2da","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fb3d1b8e2eddc7fe00773bc58b2a2da"
"0fb5d9717c81ed47b40e37468fc24667","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8649605","0fb5d9717c81ed47b40e37468fc24667"
"0fb8bda31a056989f2114beb59ebd9e3","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.9762110","0fb8bda31a056989f2114beb59ebd9e3"
"0fb93f7d2b7cf4fa2ff1e15fc9fdfeaa","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8313846","0fb93f7d2b7cf4fa2ff1e15fc9fdfeaa"
"0fbccf08785348e9e7432ab1ff1285dc","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8326830","0fbccf08785348e9e7432ab1ff1285dc"
"0fbe956d75adf4f5022a825f884fc947","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fbe956d75adf4f5022a825f884fc947"
"0fbf9c10408cde013f3466a0afc02d8e","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"0.8314607","0fbf9c10408cde013f3466a0afc02d8e"
"0fcd39b7f35056af5d067f6ca4cfedef","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_acuminatus","0.9999627","0fcd39b7f35056af5d067f6ca4cfedef"
"0fcd9b5b8bc439e75deb02866aaa2f02","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","unidentified","0.8749328","0fcd9b5b8bc439e75deb02866aaa2f02"
"0fced6cea6d8a6cd8daf9956bfb95870","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.9435914","0fced6cea6d8a6cd8daf9956bfb95870"
"0fd4a8431215f3daa7b40ec2232aa58e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fd4a8431215f3daa7b40ec2232aa58e"
"0fd9c5b52c7d725a3eded2ee7656886b","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae",NA,NA,"0.9043924","0fd9c5b52c7d725a3eded2ee7656886b"
"0fda105772c7045977b366ed5d456720","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium_marchalianum","0.9963800","0fda105772c7045977b366ed5d456720"
"0fda1ff1d12d5ab42fa536dfc50f853c","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9630084","0fda1ff1d12d5ab42fa536dfc50f853c"
"0fdd6ce23b1bb2a73a16e96be3a036c9","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_rishikesha","0.8614437","0fdd6ce23b1bb2a73a16e96be3a036c9"
"0fdea115897546bd4424033e44a8caf9","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8537024","0fdea115897546bd4424033e44a8caf9"
"0fe55529bdb343a54b00dd02533e159f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0fe55529bdb343a54b00dd02533e159f"
"0ff3146eccd6f981b5c344481cffce8b","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium",NA,"0.9465709","0ff3146eccd6f981b5c344481cffce8b"
"0ffcc7248386ef031b8ea755a6768dd8","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8266412","0ffcc7248386ef031b8ea755a6768dd8"
"0ffe51966231e90e78ee3bf017fedbaa","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7179766","0ffe51966231e90e78ee3bf017fedbaa"
